transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0821N001,N001,BPI SM Southmall Branch,withdrawal,2,3,5,2025-08-21,positive,3.7,Excellent service! Staff was very helpful and quick processing.,
BPI0821N001,N001,BPI Corinthian Plaza Branch,withdrawal,5,4,9,2025-08-21,positive,3.74,Home loan pre-approval process was smooth and transparent.,
BPI0821N001,N001,BPI West Avenue Del Monte Branch,customer service,7,9,16,2025-08-21,neutral,2.92,"Okay service, could be better. Room for improvement.",
BPI0821N001,N001,BPI J.P. Rizal Binakod Branch,transfer,4,5,9,2025-08-21,positive,4.46,Very efficient branch. No long waiting time today.,
BPI0821B001,B001,BPI Greenbelt 5 Branch,customer service,6,8,14,2025-08-21,positive,4.04,Corporate banking team understands our business needs perfectly.,
BPI0821N001,N001,BPI Ayala East Branch,transfer,5,3,8,2025-08-21,positive,4.16,Credit score monitoring service is a great value-add.,
BPI0821N001,N001,BPI Timog Circle Branch,deposit,6,3,9,2025-08-21,positive,4.45,Trust and estate planning services are comprehensive.,
BPI0821N001,N001,BPI Divisoria Branch,customer service,5,9,14,2025-08-21,positive,3.39,Loan approval was surprisingly fast. Great rates too!,
BPI0821N001,N001,BPI SM Megamall Branch,withdrawal,3,2,5,2025-08-21,positive,4.05,Staff explained everything clearly. Great customer service!,
BPI0821N001,N001,BPI Mandaluyong Greenfield District Branch,withdrawal,5,3,8,2025-08-21,positive,4.19,Tax preparation service saved me time and money.,
BPI0821N001,N001,BPI Tandang Sora Branch,encashment,7,5,12,2025-08-21,positive,3.46,"Professional staff, clean environment. Excellent experience.",
BPI0821N001,N001,BPI Del Monte Branch,deposit,3,3,6,2025-08-21,positive,3.97,Premium banking services justify the additional fees.,
BPI0821N001,N001,BPI Robinson's Nova Market Branch,transfer,3,3,6,2025-08-21,positive,4.12,Business banking solutions perfectly fit our company needs.,
BPI0821N001,N001,BPI Harrison Buendia Branch,deposit,4,5,9,2025-08-21,positive,4.33,"Fast tellers, clean bathrooms lol",
