transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0826B001,B001,BPI Robinson Tower Ortigas,withdrawal,2,2,4,2025-08-26,neutral,2.59,Typical bank experience,
BPI0826B001,B001,BPI Retiro Mayon Branch,encashment,2,2,4,2025-08-26,positive,4.48,ATM worked perfectly fine,
BPI0826N001,N001,BPI Market Market Branch,withdrawal,1,2,3,2025-08-26,neutral,2.74,"No complaints, no compliments",
BPI0826B001,B001,BPI Quezon Avenue Espana Branch,encashment,5,5,10,2025-08-26,positive,4.29,5 stars! Will definitely return,
BPI0826N001,N001,BPI Diego Silang - Petron C5 Branch,withdrawal,2,1,3,2025-08-26,positive,4.44,Staff explained everything clearly. Great customer service!,
BPI0826N001,N001,BPI MH Del Pilar Branch,deposit,1,2,3,2025-08-26,positive,5.0,Premium banking services justify the additional fees.,
BPI0826N001,N001,BPI Muntinlupa South Park Branch,withdrawal,1,1,2,2025-08-26,positive,4.4,Auto loan rates were the best I found anywhere.,
BPI0826N001,N001,BPI E. Rodriguez Bagumbayan Branch,deposit,2,2,4,2025-08-26,positive,4.33,Free ATM usage worldwide saved me hundreds in fees.,
BPI0826B001,B001,BPI Magallanes EDSA Branch,encashment,2,2,4,2025-08-26,positive,4.83,Best bank in the area. Never had any issues with their service.,
BPI0826N001,N001,BPI Binondo Plaza Lorenzo Ruiz Branch,withdrawal,1,1,2,2025-08-26,positive,3.06,Very fast processing. Impressed with the service quality.,
BPI0826B001,B001,BPI Marikina Gil Fernando Branch,account service,6,9,15,2025-08-26,positive,4.6,Quick service despite busy day. Thank you for good service.,
BPI0826B001,B001,BPI Tayuman Branch,withdrawal,1,1,2,2025-08-26,positive,5.0,"Efficient tellers, minimal wait time. Very pleased.",
BPI0826N001,N001,BPI Pasong Tamo La Fuerza Branch,encashment,2,3,5,2025-08-26,positive,3.07,Educational workshops on financial literacy were excellent.,
BPI0826B001,B001,BPI Pritil Branch,deposit,2,1,3,2025-08-26,positive,4.67,Branch manager personally handled my complaint. Excellent!,
BPI0826N001,N001,BPI Shaw Mandaluyong Branch,transfer,2,1,3,2025-08-26,positive,4.56,"Fast transaction, friendly staff. Will come back again.",
BPI0826B001,B001,BPI Grace Park 11Th Ave Branch,transfer,1,1,2,2025-08-26,positive,3.22,5 stars! Will definitely return,
BPI0826N001,N001,BPI Quezon Avenue-EDSA Branch,deposit,3,2,5,2025-08-26,positive,4.34,Student account benefits are amazing. No fees at all!,
BPI0826B001,B001,BPI Valenzuela Paso De Blas Branch,account service,15,15,30,2025-08-26,neutral,2.15,Policies are clearly stated and consistently applied.,
BPI0826N001,N001,BPI Legarda Branch,withdrawal,1,1,2,2025-08-26,positive,4.24,Refinancing process was hassle-free with great new rates.,
BPI0826N001,N001,BPI SM North EDSA Branch,account service,14,17,31,2025-08-26,neutral,2.8,Fees are transparent but wish they were lower overall.,
BPI0826N001,N001,BPI Bonifacio Global City Branch,deposit,1,1,2,2025-08-26,positive,4.33,Staff remembered my name. Sweet!,
BPI0826N001,N001,BPI Tandang Sora Branch,deposit,1,1,2,2025-08-26,positive,5.0,ATM worked perfectly fine,
BPI0826N001,N001,BPI Zobel Roxas Branch,deposit,3,3,6,2025-08-26,positive,4.13,Excellent service! Staff was very helpful and quick processing.,
BPI0826N001,N001,BPI Ayala Malls Manila Bay Branch,withdrawal,1,1,2,2025-08-26,positive,4.7,Business banking solutions perfectly fit our company needs.,
BPI0826N001,N001,BPI Magallanes EDSA Branch,deposit,1,2,3,2025-08-26,positive,4.86,Quick response to account security concerns. Very professional.,
BPI0826N001,N001,BPI QA Fisher Mall Branch,withdrawal,1,2,3,2025-08-26,positive,4.55,Professional and courteous staff,
BPI0826N001,N001,BPI Ayala Insular Branch,account service,6,11,17,2025-08-26,positive,4.36,"Professional staff, clean environment. Excellent experience.",
BPI0826N001,N001,BPI Cubao P Tuazon 12th Avenue Branch,transfer,3,2,5,2025-08-26,positive,4.01,"Clean facility, organized queue system. Very satisfied.",
BPI0826N001,N001,BPI Divisoria Carmen Planas Branch,deposit,1,2,3,2025-08-26,positive,4.51,Quick and professional service. Highly recommended branch.,
BPI0826N001,N001,BPI Boni Avenue Branch,deposit,3,3,6,2025-08-26,positive,4.77,Professional and courteous staff,
BPI0826B001,B001,BPI Pasig Buting Branch,withdrawal,2,1,3,2025-08-26,positive,5.0,Customer loyalty program rewards are actually worthwhile.,
BPI0826N001,N001,BPI UN Avenue Branch,deposit,2,1,3,2025-08-26,positive,4.82,Mortgage team was incredibly helpful throughout the process.,
BPI0826N001,N001,BPI Dian Branch,withdrawal,1,1,2,2025-08-26,positive,4.34,"Friendly atmosphere, helpful staff. Five stars!",
BPI0826N001,N001,BPI Quiapo Branch,deposit,2,3,5,2025-08-26,positive,3.82,No hassle transaction. Staff was accommodating.,
BPI0826N001,N001,BPI Padre Faura Taft Branch,customer service,4,5,9,2025-08-26,positive,4.38,Debt consolidation loan helped me get back on track.,
BPI0826N002,N002,BPI Dian Branch,withdrawal,4,3,7,2025-08-26,neutral,2.61,Fees are transparent but wish they were lower overall.,
BPI0826N001,N001,BPI T Sora - Visayas Avenue Branch,encashment,8,8,16,2025-08-26,neutral,2.93,"Processing times are average, neither fast nor slow.",
BPI0826N001,N001,BPI Greenbelt 5 Branch,transfer,2,2,4,2025-08-26,positive,3.38,ATM worked perfectly fine,
BPI0826N001,N001,BPI Corinthian Plaza Branch,deposit,3,3,6,2025-08-26,positive,4.55,Credit card application processed same day. Impressive!,
BPI0826N001,N001,BPI Visayas Avenue Branch,withdrawal,2,1,3,2025-08-26,positive,4.71,"Clean facility, organized setup",
BPI0826B001,B001,BPI Alabang Town Center Branch,withdrawal,1,1,2,2025-08-26,positive,3.88,Open on weekends which is very convenient for working people.,
BPI0826N001,N001,BPI Muntinlupa Alabang Branch,withdrawal,1,1,2,2025-08-26,positive,4.9,Great branch! Modern facilities and efficient service.,
BPI0826N001,N001,BPI Dela Rosa Solaris One Branch,encashment,3,2,5,2025-08-26,positive,4.93,Very efficient branch. No long waiting time today.,
BPI0826N001,N001,BPI Vito Cruz Harrison Branch,withdrawal,1,2,3,2025-08-26,positive,3.95,"Clean facility, organized setup",
BPI0826N002,N002,BPI Corinthian Plaza Branch,deposit,2,3,5,2025-08-26,positive,5.0,24/7 customer service actually works! Got help at midnight.,
BPI0826N001,N001,BPI Fort Bonifacio Bayani Road Branch,withdrawal,1,2,3,2025-08-26,positive,5.0,Foreign exchange rates are better than competitors.,
BPI0826N001,N001,BPI Malabon San Bartolome Branch,encashment,4,3,7,2025-08-26,positive,4.23,Open on weekends which is very convenient for working people.,
BPI0826N001,N001,BPI FTI Taguig Branch,deposit,1,2,3,2025-08-26,positive,4.14,Great branch! Modern facilities and efficient service.,
BPI0826B001,B001,BPI Diego Silang - Petron C5 Branch,withdrawal,2,1,3,2025-08-26,positive,4.23,"Friendly atmosphere, helpful staff. Five stars!",
BPI0826N001,N001,BPI Ayala North Exchange Branch,deposit,1,1,2,2025-08-26,positive,4.46,Quick response to account security concerns. Very professional.,
BPI0826N001,N001,BPI Malabon Panghulo Branch,deposit,2,1,3,2025-08-26,positive,5.0,Educational workshops on financial literacy were excellent.,
BPI0826N001,N001,BPI Comembo Branch,deposit,1,2,3,2025-08-26,positive,3.9,Open on weekends which is very convenient for working people.,
BPI0826N001,N001,BPI Cash And Carry Mall Branch,deposit,2,1,3,2025-08-26,positive,4.62,Amazing customer service today,
BPI0826B001,B001,BPI Medical Plaza Branch,withdrawal,2,2,4,2025-08-26,positive,4.55,Mobile check deposit feature saves so much time.,
BPI0826N001,N001,BPI Project 8 Short Horn Branch,deposit,2,1,3,2025-08-26,positive,5.0,Home loan pre-approval process was smooth and transparent.,
BPI0826N001,N001,BPI Buendia Malugay Branch,deposit,2,2,4,2025-08-26,positive,4.44,Online banking platform is user-friendly and secure.,
BPI0826N002,N002,BPI Cash And Carry Mall Branch,deposit,2,1,3,2025-08-26,positive,4.77,Teller was courteous and processed my request quickly.,
BPI0826B001,B001,BPI Rockwell The Grove,transfer,8,5,13,2025-08-26,positive,4.34,"Clean facility, organized queue system. Very satisfied.",
BPI0826N001,N001,BPI Leon Guinto Branch,deposit,2,2,4,2025-08-26,positive,4.25,"Clean facility, organized queue system. Very satisfied.",
BPI0826N001,N001,BPI Novaliches Lagro Branch,encashment,3,2,5,2025-08-26,neutral,2.75,Support team is polite and follows standard procedures.,
BPI0826B001,B001,BPI Alabang Insular Life Branch,encashment,6,6,12,2025-08-26,positive,4.08,Open on weekends which is very convenient for working people.,
BPI0826B001,B001,BPI J.P. Rizal Binakod Branch,transfer,3,2,5,2025-08-26,positive,4.54,Fast and accurate processing. Keep up the good work!,
BPI0826N001,N001,BPI Marikina Gen Ordonez Branch,encashment,3,3,6,2025-08-26,positive,3.28,Customer loyalty program rewards are actually worthwhile.,
BPI0826N001,N001,BPI Fairview Branch ,withdrawal,1,1,2,2025-08-26,positive,4.26,Senior citizen benefits are generous and well-designed.,
BPI0826B002,B002,BPI Tayuman Branch,deposit,4,6,10,2025-08-26,positive,3.92,Auto loan rates were the best I found anywhere.,
BPI0826B001,B001,BPI Bustillos Branch,withdrawal,1,1,2,2025-08-26,positive,4.86,Quick service despite busy day. Thank you for good service.,
BPI0826N001,N001,BPI San Francisco Del Monte Branch,account service,9,10,19,2025-08-26,neutral,2.54,Standard bank branch. Met minimum service expectations.,
BPI0826N001,N001,BPI Navotas M. Naval Branch,withdrawal,1,1,2,2025-08-26,positive,4.45,"Fast transaction, friendly staff. Will come back again.",
BPI0826N001,N001,BPI Espana Blumentritt Branch,transfer,2,1,3,2025-08-26,positive,3.67,Student account benefits are amazing. No fees at all!,
BPI0826N001,N001,BPI Las Pinas Branch,encashment,4,3,7,2025-08-26,positive,5.0,Business banking solutions perfectly fit our company needs.,
BPI0826B001,B001,BPI Ayala Columns Branch,withdrawal,2,2,4,2025-08-26,positive,4.68,Smooth transaction as always,
BPI0826B001,B001,BPI West Avenue Del Monte Branch,withdrawal,1,1,2,2025-08-26,positive,4.48,5 stars! Will definitely return,
BPI0826N001,N001,BPI Pasig Capitolyo Branch,withdrawal,2,1,3,2025-08-26,positive,4.08,Mortgage team was incredibly helpful throughout the process.,
BPI0826N001,N001,BPI Ortigas Sapphire Branch,withdrawal,6,5,11,2025-08-26,positive,3.89,Auto loan rates were the best I found anywhere.,
BPI0826N002,N002,BPI Boni Avenue Branch,deposit,3,3,6,2025-08-26,neutral,2.72,Support team is polite and follows standard procedures.,
BPI0826N002,N002,BPI Ayala North Exchange Branch,account service,6,8,14,2025-08-26,positive,4.7,Smooth transaction from start to finish. Well done!,
BPI0826N002,N002,BPI Malabon San Bartolome Branch,deposit,2,2,4,2025-08-26,positive,5.0,"Fast transaction, friendly staff. Will come back again.",
BPI0826B001,B001,BPI Makati Atrium Branch,withdrawal,1,1,2,2025-08-26,positive,4.68,Fraud protection caught suspicious activity immediately.,
BPI0826N003,N003,BPI Dian Branch,encashment,2,2,4,2025-08-26,positive,4.5,Staff explained everything clearly. Great customer service!,
BPI0826B001,B001,BPI Timog Avenue Branch,deposit,1,2,3,2025-08-26,neutral,2.99,Technology updates happen but seem to lag behind competitors.,
BPI0826N001,N001,BPI Ayala Triangle Branch,withdrawal,1,2,3,2025-08-26,positive,4.29,Best bank staff ever! Always smiling,
BPI0826N001,N001,BPI Chino Roces Ext. Branch,deposit,1,2,3,2025-08-26,positive,5.0,"Clean facility, organized queue system. Very satisfied.",
BPI0826N001,N001,BPI Eastwood City Branch,deposit,2,2,4,2025-08-26,positive,4.19,Credit card application processed same day. Impressive!,
BPI0826N001,N001,BPI St. Luke Branch,withdrawal,1,1,2,2025-08-26,positive,4.12,ATM worked perfectly fine,
BPI0826N001,N001,BPI Espana UST Branch,deposit,1,2,3,2025-08-26,positive,4.7,Drive-thru service is super convenient. Never have to get out.,
BPI0826N002,N002,BPI Ayala Triangle Branch,withdrawal,2,1,3,2025-08-26,positive,4.87,No wait time today. Perfect!,
BPI0826B001,B001,BPI Muntinlupa Tunasan,withdrawal,1,1,2,2025-08-26,positive,4.88,Tax preparation service saved me time and money.,
BPI0826N001,N001,BPI Pasig C. Raymundo Branch,withdrawal,1,1,2,2025-08-26,positive,5.0,Amazing customer service today,
BPI0826N001,N001,BPI Malabon Gov Pascual,customer service,6,6,12,2025-08-26,positive,4.32,Wonderful experience! Staff made banking easy and convenient.,
BPI0826N001,N001,BPI Quezon Avenue Delta Branch,withdrawal,1,1,2,2025-08-26,positive,5.0,Quick service despite busy day. Thank you for good service.,
BPI0826B001,B001,BPI Kalayaan Branch,deposit,2,1,3,2025-08-26,positive,4.23,Staff explained everything clearly. Great customer service!,
BPI0826N001,N001,BPI Fairview Terraces Branch,withdrawal,2,3,5,2025-08-26,positive,4.46,Wealth management team exceeded my expectations completely.,
BPI0826N001,N001,BPI Marikina Branch,encashment,3,2,5,2025-08-26,positive,4.2,"Parking was easy, service quick",
BPI0826N001,N001,BPI Malabon Gen. Luna Branch,withdrawal,1,1,2,2025-08-26,positive,4.07,Debt consolidation loan helped me get back on track.,
BPI0826N001,N001,BPI The Enterprise Center Branch,withdrawal,1,1,2,2025-08-26,positive,4.7,"Clean facility, organized setup",
BPI0826N001,N001,BPI Bel-Air Polaris Branch,deposit,2,2,4,2025-08-26,positive,4.9,"Fast tellers, clean bathrooms lol",
BPI0826N001,N001,BPI Salcedo Tordesillas Branch,account service,20,20,40,2025-08-26,positive,3.18,Credit score monitoring service is a great value-add.,
BPI0826N001,N001,BPI Mandaluyong Branch,deposit,3,2,5,2025-08-26,positive,4.39,Senior citizen benefits are generous and well-designed.,
BPI0826N001,N001,BPI Novaliches SM Hypermarket Branch,account service,5,7,12,2025-08-26,positive,3.09,Customer loyalty program rewards are actually worthwhile.,
BPI0826N001,N001,BPI Pasig Rosario Branch,withdrawal,1,1,2,2025-08-26,positive,3.97,Tax preparation service saved me time and money.,
BPI0826N001,N001,BPI Infinity Branch,withdrawal,1,1,2,2025-08-26,positive,4.13,Branch renovation looks modern and welcoming now.,
BPI0826N001,N001,BPI Quezon Avenue Espana Branch,withdrawal,2,2,4,2025-08-26,positive,4.73,Quick and professional service. Highly recommended branch.,
BPI0826B001,B001,BPI Ayala Malls Vertis North Branch,transfer,8,5,13,2025-08-26,positive,3.02,Staff remembered my name. Sweet!,
BPI0826N001,N001,BPI Salcedo Village Branch,encashment,2,2,4,2025-08-26,positive,5.0,Home loan pre-approval process was smooth and transparent.,
BPI0826N001,N001,BPI Marulas Branch,deposit,3,2,5,2025-08-26,positive,4.95,Online banking platform is user-friendly and secure.,
BPI0826N001,N001,BPI Cubao Aurora Branch,deposit,3,2,5,2025-08-26,positive,3.88,Drive-thru service is super convenient. Never have to get out.,
BPI0826N003,N003,BPI Corinthian Plaza Branch,deposit,2,3,5,2025-08-26,positive,3.73,Professional and courteous staff,
BPI0826N001,N001,BPI Buendia Reposo Branch,withdrawal,1,1,2,2025-08-26,positive,4.54,Refinancing process was hassle-free with great new rates.,
BPI0826N002,N002,BPI E. Rodriguez Bagumbayan Branch,loan,8,12,20,2025-08-26,positive,3.66,Amazing customer service today,
BPI0826N001,N001,BPI Remedios Branch,withdrawal,1,1,2,2025-08-26,positive,5.0,Open on weekends which is very convenient for working people.,
BPI0826N001,N001,BPI Loyola Katipunan Branch,withdrawal,1,1,2,2025-08-26,positive,4.21,Staff was patient in explaining loan details. Great service!,
BPI0826N001,N001,"BPI Pasig E. Rodriguez, Jr. Branch",withdrawal,2,1,3,2025-08-26,positive,3.79,Refinancing process was hassle-free with great new rates.,
BPI0826N002,N002,BPI Visayas Avenue Branch,withdrawal,6,6,12,2025-08-26,positive,3.81,Amazing customer service today,
BPI0826N001,N001,BPI Ayala Malls Vertis North Branch,withdrawal,1,1,2,2025-08-26,positive,4.12,Corporate banking team understands our business needs perfectly.,
BPI0826N001,N001,BPI The Residences At Greenbelt Branch,customer service,16,21,37,2025-08-26,neutral,2.86,Fees are transparent but wish they were lower overall.,
BPI0826N002,N002,BPI Novaliches Lagro Branch,deposit,5,5,10,2025-08-26,positive,4.06,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0826N001,N001,BPI Amaia Skies Avenida Branch,encashment,4,3,7,2025-08-26,positive,4.66,Mortgage team was incredibly helpful throughout the process.,
BPI0826B001,B001,BPI E. Rodriguez B.G. Belmonte Branch,deposit,4,5,9,2025-08-26,positive,4.07,Mobile check deposit feature saves so much time.,
BPI0826N001,N001,BPI Retiro Mayon Branch,withdrawal,1,1,2,2025-08-26,positive,4.16,Auto loan rates were the best I found anywhere.,
BPI0826B002,B002,BPI West Avenue Del Monte Branch,withdrawal,1,1,2,2025-08-26,positive,4.95,Best bank staff ever! Always smiling,
BPI0826N001,N001,BPI Makati Main Branch,withdrawal,1,1,2,2025-08-26,neutral,2.41,Technology updates happen but seem to lag behind competitors.,
BPI0826N001,N001,BPI San Lorenzo Branch,transfer,1,1,2,2025-08-26,positive,4.93,Amazing customer service today,
BPI0826N001,N001,BPI Quezon Avenue - South Triangle Branch,withdrawal,1,1,2,2025-08-26,positive,4.59,"Fast tellers, clean bathrooms lol",
BPI0826N001,N001,BPI Rise Branch,account service,7,11,18,2025-08-26,positive,3.23,Refinancing process was hassle-free with great new rates.,
BPI0826B001,B001,BPI - One Ayala,deposit,1,1,2,2025-08-26,positive,5.0,Student account benefits are amazing. No fees at all!,
BPI0826N002,N002,BPI Fort Bonifacio Bayani Road Branch,encashment,4,4,8,2025-08-26,positive,3.9,No wait time today. Perfect!,
BPI0826N003,N003,BPI Ayala North Exchange Branch,withdrawal,1,1,2,2025-08-26,positive,5.0,Debt consolidation loan helped me get back on track.,
BPI0826N001,N001,BPI Blumentritt Chinese Gen Branch,withdrawal,1,1,2,2025-08-26,positive,4.6,Teller was courteous and processed my request quickly.,
BPI0826N002,N002,BPI The Residences At Greenbelt Branch,account service,9,9,18,2025-08-26,positive,3.79,Mobile check deposit feature saves so much time.,
BPI0826B001,B001,BPI Dian Branch,loan,9,10,19,2025-08-26,neutral,2.48,Financial planning services are basic but cover essentials.,
BPI0826N001,N001,BPI Scout Limbaga-Tobias Branch,withdrawal,2,1,3,2025-08-26,positive,4.68,Wonderful experience! Staff made banking easy and convenient.,
BPI0826N003,N003,BPI Visayas Avenue Branch,withdrawal,2,2,4,2025-08-26,positive,4.43,Love this branch! Super fast service 👍,
BPI0826N001,N001,BPI Navotas Branch,encashment,3,4,7,2025-08-26,positive,4.64,Wealth management team exceeded my expectations completely.,
BPI0826N001,N001,BPI Cubao Manhattan Parkview Branch,deposit,1,3,4,2025-08-26,positive,4.29,Mobile check deposit feature saves so much time.,
BPI0826N001,N001,BPI BF Resort Las Pinas Branch,deposit,2,2,4,2025-08-26,positive,4.06,ATM worked perfectly fine,
BPI0826N001,N001,BPI J.P. Rizal Branch,deposit,3,3,6,2025-08-26,positive,4.5,"Fast tellers, clean bathrooms lol",
