transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0820N001,N001,BPI Cubao F Castillo Branch,deposit,5,3,8,2025-08-20,positive,4.82,24/7 customer service actually works! Got help at midnight.,
BPI0820N001,N001,BPI Kamuning Branch,encashment,7,4,11,2025-08-20,neutral,2.88,Average customer service. Staff was polite but busy.,
BPI0820N001,N001,BPI Magallanes EDSA Branch,withdrawal,5,4,9,2025-08-20,positive,4.36,Modern branch with excellent customer service standards.,
BPI0820B001,B001,BPI Binondo Rosario Branch,loan,17,30,47,2025-08-20,negative,1.72,Long lines every single day,
BPI0820B001,B001,BPI Rockwell Ortigas Branch,transfer,4,4,8,2025-08-20,positive,4.6,Open on weekends which is very convenient for working people.,
BPI0820B001,B001,BPI Pateros Branch,encashment,4,7,11,2025-08-20,neutral,2.74,Mobile app functions adequately for basic banking needs.,
BPI0820N001,N001,BPI Morayta-FEU Branch,encashment,5,5,10,2025-08-20,positive,4.73,5 stars! Will definitely return,
BPI0820B001,B001,BPI Dr. A. Santos Avenue BF Branch,account service,12,10,22,2025-08-20,neutral,2.15,Customer portal has essential features but nothing innovative.,
BPI0820N001,N001,BPI Grace Park 11Th Ave Branch,encashment,8,5,13,2025-08-20,positive,3.81,Branch renovation looks modern and welcoming now.,
BPI0820N001,N001,BPI E. Rodriguez B.G. Belmonte Branch,deposit,4,5,9,2025-08-20,positive,4.31,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0820N001,N001,BPI E. Rodriguez Bagumbayan Branch,deposit,6,5,11,2025-08-20,positive,3.49,Student account benefits are amazing. No fees at all!,
BPI0820B001,B001,BPI Muntinlupa Alabang Branch,withdrawal,4,3,7,2025-08-20,positive,4.86,Best bank in the area. Never had any issues with their service.,
BPI0820N001,N001,BPI Legarda Branch,deposit,4,4,8,2025-08-20,positive,3.44,"Great location, helpful people",
BPI0820N001,N001,BPI Broadway,encashment,7,6,13,2025-08-20,positive,3.79,5 stars! Will definitely return,
BPI0820N001,N001,BPI Divisoria Carmen Planas Branch,deposit,7,5,12,2025-08-20,neutral,2.57,"Service was fine, not great but acceptable.",
BPI0820N001,N001,BPI Pasong Tamo Branch,withdrawal,5,2,7,2025-08-20,positive,4.84,Loan approval was surprisingly fast. Great rates too!,
BPI0820N001,N001,BPI Ayala Triangle Branch,deposit,6,5,11,2025-08-20,positive,3.35,Branch renovation looks modern and welcoming now.,
BPI0820N001,N001,BPI Old Sta. Mesa,transfer,5,5,10,2025-08-20,positive,3.79,Teller was courteous and processed my request quickly.,
BPI0820N001,N001,BPI Medical Plaza Branch,encashment,7,5,12,2025-08-20,positive,3.6,Student account benefits are amazing. No fees at all!,
BPI0820B001,B001,BPI Balut Tondo Branch,customer service,7,13,20,2025-08-20,neutral,2.73,"Not great, not terrible either",
BPI0820N001,N001,BPI Dela Rosa Paseo Branch,withdrawal,5,3,8,2025-08-20,positive,3.79,Interest rates are competitive. Happy with my savings account.,
BPI0820N001,N001,BPI FTI Taguig Branch,encashment,4,6,10,2025-08-20,positive,4.47,Insurance products are reasonably priced and comprehensive.,
BPI0820N001,N001,BPI Robinsons Otis Branch,withdrawal,3,4,7,2025-08-20,positive,4.69,Auto loan rates were the best I found anywhere.,
BPI0820N001,N001,BPI Alabang Hills Branch,deposit,3,5,8,2025-08-20,positive,4.18,Free ATM usage worldwide saved me hundreds in fees.,
BPI0820N001,N001,BPI Mandaluyong Barangka,deposit,3,3,6,2025-08-20,positive,3.44,Drive-thru service is super convenient. Never have to get out.,
BPI0820B001,B001,BPI Marikina Sto. Nino Branch,customer service,12,15,27,2025-08-20,neutral,2.58,Branch staff is professional but not particularly memorable.,
BPI0820B001,B001,BPI Pasig Capitolyo Branch,account service,13,17,30,2025-08-20,positive,3.08,Auto loan rates were the best I found anywhere.,
BPI0820N001,N001,BPI Quezon Avenue-EDSA Branch,encashment,6,5,11,2025-08-20,positive,3.34,Security measures are top-notch. Feel safe banking here.,
BPI0820N001,N001,BPI Taft Quirino Avenue Branch,transfer,6,5,11,2025-08-20,neutral,2.27,Standard banking experience here,
BPI0820N001,N001,BPI Bel-Air Polaris Branch,withdrawal,2,2,4,2025-08-20,positive,3.57,Staff remembered my name. Sweet!,
BPI0820N001,N001,BPI Robinson's Tower Ortigas,withdrawal,4,4,8,2025-08-20,positive,3.75,"Clean facility, organized setup",
BPI0820N001,N001,BPI Harrison Buendia Branch,deposit,4,6,10,2025-08-20,positive,5.0,Love this branch! Super fast service 👍,
BPI0820N001,N001,BPI Zobel Roxas Branch,encashment,4,5,9,2025-08-20,positive,3.93,Interest rates are competitive. Happy with my savings account.,
BPI0820B001,B001,BPI Broadway,withdrawal,5,4,9,2025-08-20,positive,4.14,Interest rates are competitive. Happy with my savings account.,
BPI0820N001,N001,BPI Marikina Gil Fernando Branch,deposit,7,5,12,2025-08-20,positive,4.31,Amazing digital banking features! Mobile app works flawlessly.,
BPI0820N002,N002,BPI Zobel Roxas Branch,encashment,7,5,12,2025-08-20,positive,3.96,Credit score monitoring service is a great value-add.,
BPI0820N001,N001,BPI Pilar Village Branch,deposit,7,6,13,2025-08-20,neutral,2.35,Standard branch operations. Nothing to complain about.,
BPI0820N001,N001,BPI Espana Blumentritt Branch,withdrawal,3,3,6,2025-08-20,positive,4.62,Insurance products are reasonably priced and comprehensive.,
