transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0821N001,N001,BPI Pasig Market Avenue Ext. Branch,transfer,6,4,10,2025-08-21,positive,4.11,"Efficient tellers, minimal wait time. Very pleased.",
BPI0821N001,N001,BPI Monumento Circle Branch,encashment,6,7,13,2025-08-21,positive,3.54,Credit card application processed same day. Impressive!,
BPI0821N001,N001,BPI Fairview East Branch,withdrawal,3,3,6,2025-08-21,positive,3.88,Quick and professional service. Highly recommended branch.,
BPI0821N001,N001,BPI Dr. A. Santos Avenue BF Branch,customer service,12,13,25,2025-08-21,negative,1.3,Staff talking personal matters while serving. Very unprofessional.,
BPI0821N001,N001,BPI Alabang South Branch,encashment,8,4,12,2025-08-21,neutral,2.64,Wait times vary greatly depending on day and time.,
BPI0821B001,B001,BPI Diego Silang - Petron C5 Branch,deposit,6,6,12,2025-08-21,neutral,2.45,Service was okay. Nothing special.,
BPI0821N001,N001,BPI GLOBE BGC Branch,withdrawal,4,4,8,2025-08-21,positive,4.49,Best bank staff ever! Always smiling,
BPI0821N001,N001,BPI Glorietta Mall Third Level Branch,withdrawal,3,4,7,2025-08-21,positive,4.25,"Clean facility, organized setup",
BPI0821N001,N001,BPI Ayala East Branch,withdrawal,3,3,6,2025-08-21,positive,3.96,Fraud protection caught suspicious activity immediately.,
BPI0821N001,N001,"BPI Pasig E. Rodriguez, Jr. Branch",account service,14,15,29,2025-08-21,positive,3.28,Mobile check deposit feature saves so much time.,
BPI0821B001,B001,BPI C3 A. Mabini Branch,customer service,7,15,22,2025-08-21,negative,1.42,Credit score monitoring service has outdated information.,
BPI0821N001,N001,BPI Pacific Star Building ATM & CAM,withdrawal,3,3,6,2025-08-21,positive,4.64,Mobile check deposit feature saves so much time.,
BPI0821N001,N001,BPI Malabon San Bartolome Branch,account service,8,17,25,2025-08-21,negative,1.39,Corporate account setup required visiting multiple departments.,
BPI0821N001,N001,BPI Meralco Branch,encashment,6,6,12,2025-08-21,positive,3.52,Wealth management team exceeded my expectations completely.,
BPI0821B001,B001,BPI Vito Cruz Harrizon Branch,customer service,10,9,19,2025-08-21,neutral,2.96,Normal processing time. Staff did their job adequately.,
BPI0821N001,N001,BPI Harrison Buendia Branch,deposit,6,4,10,2025-08-21,positive,3.49,Personalized financial advice helped me plan better.,
BPI0821N001,N001,BPI Pasay D. Macapagal Ave. Branch,deposit,3,4,7,2025-08-21,positive,5.0,Smooth transaction from start to finish. Well done!,
BPI0821N001,N001,BPI Pasig Mabini Branch,loan,14,25,39,2025-08-21,neutral,2.36,Standard banking experience here,
BPI0821N002,N002,BPI Pacific Star Building ATM & CAM,transfer,4,4,8,2025-08-21,positive,3.99,"Friendly atmosphere, helpful staff. Five stars!",
BPI0821B001,B001,BPI Shangri-La Plaza Branch,deposit,6,5,11,2025-08-21,neutral,2.89,Support team is polite and follows standard procedures.,
BPI0821N001,N001,BPI Taytay El Monteverde Branch,transfer,5,3,8,2025-08-21,positive,3.79,Branch manager personally handled my complaint. Excellent!,
BPI0821N001,N001,BPI Legaspi Salcedo Branch,transfer,6,5,11,2025-08-21,positive,3.83,Quick business account setup. Got everything done in one visit.,
BPI0821N001,N001,BPI Paseo De Roxas Branch,withdrawal,2,4,6,2025-08-21,positive,4.21,Quick response to account security concerns. Very professional.,
BPI0821B001,B001,BPI Fairview Terraces Branch,withdrawal,3,3,6,2025-08-21,positive,4.99,Interest rates are competitive. Happy with my savings account.,
BPI0821N001,N001,BPI Monumento Branch,withdrawal,4,3,7,2025-08-21,positive,4.64,Insurance products are reasonably priced and comprehensive.,
BPI0821N001,N001,BPI - Taft Avenue,withdrawal,4,4,8,2025-08-21,positive,4.67,Educational workshops on financial literacy were excellent.,
BPI0821N001,N001,BPI Ayala Malls Manila Bay Branch,deposit,3,3,6,2025-08-21,positive,4.46,Teller was courteous and processed my request quickly.,
BPI0821N001,N001,BPI UP Town Center Branch,account service,9,17,26,2025-08-21,positive,3.08,Business banking solutions perfectly fit our company needs.,
BPI0821B001,B001,BPI Fort Mckinley Hill Branch,account service,10,10,20,2025-08-21,positive,3.74,Customer loyalty program rewards are actually worthwhile.,
BPI0821B001,B001,BPI Caloocan Camarin Susano Branch,deposit,5,3,8,2025-08-21,positive,4.2,Personalized financial advice helped me plan better.,
BPI0821N002,N002,BPI Ayala East Branch,deposit,3,6,9,2025-08-21,positive,4.26,Educational workshops on financial literacy were excellent.,
BPI0821B001,B001,BPI Legaspi Columns Branch,withdrawal,5,4,9,2025-08-21,positive,3.96,Financial planning session was informative and helpful.,
BPI0821B001,B001,BPI Pasay Road Branch,loan,14,23,37,2025-08-21,neutral,2.35,"Interest rates are market standard, nothing special offered.",
